repo_url
https://git.culab.ru/course-projects/ai-agents-driven-software-development-v-1/ai-agents-driven-software-development-v-0.1_project-contex/e.shevchenko
https://github.com/Hazretovich/QA_Agent
https://github.com/Intese-m9/mtb-knowledge-hub
https://git.culab.ru/a.dvortsov/project_contex
https://git.culab.ru/course-projects/ai-agents-driven-software-development-v-1/ai-agents-driven-software-development-v-0.1_project-contex/g.klishin
https://git.culab.ru/course-projects/ai-agents-driven-software-development-v-1/ai-agents-driven-software-development-v-0.1_project-contex/d.kolesov
https://git.culab.ru/course-projects/ai-agents-driven-software-development-v-1/ai-agents-driven-software-development-v-0.1_project-contex/a.gigolaev
https://git.culab.ru/course-projects/ai-agents-driven-software-development-v-1/ai-agents-driven-software-development-v-0.1_project-contex/v.dorogovtsev
https://git.culab.ru/course-projects/ai-agents-driven-software-development-v-1/ai-agents-driven-software-development-v-0.1_project-contex/d.taranenko
